review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags
"Recomendo, uma otima smart é sansung nao precisa falar mais nada.","['Recomendo', ',', 'uma', 'otima', 'smart', 'é', 'sansung', 'nao', 'precisa', 'falar', 'mais', 'nada', '.']",['smart'],['otima'],['produto'],['recomendo'],,"[[4, 5]]","[[3, 4]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Está atendendo o esperado. Som um pouco baixo, uma tv dessas poderia vir com som mais alto.","['Está', 'atendendo', 'o', 'esperado', '.', 'Som', 'um', 'pouco', 'baixo', ',', 'uma', 'tv', 'd', 'essas', 'poderia', 'vir', 'com', 'som', 'mais', 'alto', '.']",['som'],['pouco baixo'],['produto'],['está atendendo o esperado'],,"[[5, 6]]","[[7, 9]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Smart TV muito lenta. Demora demais atender aos comandos e criança não tem paciência nessa espera. Para chegar a um desenho na Netflix demora um século.,"['Smart', 'TV', 'muito', 'lenta', '.', 'Demora', 'demais', 'atender', 'a', 'os', 'comandos', 'e', 'criança', 'não', 'tem', 'paciência', 'n', 'essa', 'espera', '.', 'Para', 'chegar', 'a', 'um', 'desenho', 'na', 'Netflix', 'demora', 'um', 'século', '.']","['smart tv', 'comandos']","['muito lenta', 'demora demais atender']",[],[],,"[[0, 2], [10, 11]]","[[2, 4], [5, 8]]","['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Excelente TV recomendo Valeu investimento Imagem perfeita Entrega antes do tempo,"['Excelente', 'TV', 'recomendo', 'Valeu', 'investimento', 'Imagem', 'perfeita', 'Entrega', 'antes', 'do', 'tempo']","['tv', 'imagem', 'entrega']","['excelente', 'perfeita', 'antes do tempo']",[],[],,"[[1, 2], [5, 6], [7, 8]]","[[0, 1], [6, 7], [8, 11]]","['O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O']"
Só acho que a resposta aos comandos do controle remoto são lentas.,"['Só', 'acho', 'que', 'a', 'resposta', 'a', 'os', 'comandos', 'do', 'controle', 'remoto', 'são', 'lentas', '.']",['resposta aos comandos'],['lentas'],[],[],,"[[4, 8]]","[[12, 13]]","['O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Atendeu expectativa, só o som que achei meio abafado não sei se não soube configurar o áudio ainda.","['Atendeu', 'expectativa', ',', 'só', 'o', 'som', 'que', 'achei', 'meio', 'abafado', 'não', 'sei', 'se', 'não', 'soube', 'configurar', 'o', 'áudio', 'ainda', '.']",['som'],['meio abafado'],['produto'],['atendeu expectativa'],,"[[5, 6]]","[[8, 10]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Produto de excelente qualidade !Com certeza recomendo pros amigos !,"['Produto', 'de', 'excelente', 'qualidade', '!', 'Com', 'certeza', 'recomendo', 'pros', 'amigos', '!']",['produto'],['excelente qualidade'],['produto'],['recomendo'],,"[[0, 1]]","[[2, 4]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
É um bom produto. Boa qualidade. boas funções. Recomendo o produto.,"['É', 'um', 'bom', 'produto', '.', 'Boa', 'qualidade', '.', 'boas', 'funções', '.', 'Recomendo', 'o', 'produto', '.']","['produto', 'funções', 'produto']","['bom', 'boas', 'recomendo']",['produto'],['boa qualidade'],,"[[3, 4], [9, 10], [13, 14]]","[[2, 3], [8, 9], [11, 12]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O']"
Única coisa que poderia ser melhor. A smart que é muito boa mas lenta.,"['Única', 'coisa', 'que', 'poderia', 'ser', 'melhor', '.', 'A', 'smart', 'que', 'é', 'muito', 'boa', 'mas', 'lenta', '.']",['smart'],['muito boa'],['desempenho'],['lenta'],,"[[8, 9]]","[[11, 13]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ótimo produto. Comprei essa televisão e a imagem dela surpreendeu bastante.,"['ótimo', 'produto', '.', 'Comprei', 'essa', 'televisão', 'e', 'a', 'imagem', 'd', 'ela', 'surpreendeu', 'bastante', '.']","['produto', 'imagem']","['ótimo', 'surpreendeu bastante']",[],[],,"[[1, 2], [8, 9]]","[[0, 1], [11, 13]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"A smart tv é leve, e apresenta uma ótima imagem. A sua funcionalidade é muito prática.","['A', 'smart', 'tv', 'é', 'leve', ',', 'e', 'apresenta', 'uma', 'ótima', 'imagem', '.', 'A', 'sua', 'funcionalidade', 'é', 'muito', 'prática', '.']","['imagem', 'funcionalidade']","['ótima', 'muito prática']",['peso'],['leve'],,"[[10, 11], [14, 15]]","[[9, 10], [16, 18]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"O produto atende perfeitamente às expectativas, tudo funcionando muito bem, além de ser um produto bastante belo!","['O', 'produto', 'atende', 'perfeitamente', 'à', 's', 'expectativas', ',', 'tudo', 'funcionando', 'muito', 'bem', ',', 'além', 'de', 'ser', 'um', 'produto', 'bastante', 'belo', '!']",['produto'],['atende perfeitamente às expectativas'],"['funcionamento', 'design']","['funcionando muito bem', 'bastante belo']",,"[[1, 2]]","[[2, 7]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"gostei muito do produto, excelente imagem, designer muito bom ,muito boa a recepção dos canais, controle remoto com bom alcance e rápida resposta....","['gostei', 'muito', 'do', 'produto', ',', 'excelente', 'imagem', ',', 'designer', 'muito', 'bom', ',', 'muito', 'boa', 'a', 'recepção', 'dos', 'canais', ',', 'controle', 'remoto', 'com', 'bom', 'alcance', 'e', 'rápida', 'resposta', '....']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Entrega rápida, produto veio em ótimo estado, atendeu com as expectativas.","['Entrega', 'rápida', ',', 'produto', 'veio', 'em', 'ótimo', 'estado', ',', 'atendeu', 'com', 'as', 'expectativas', '.']",['entrega'],['rápida'],['produto'],['atendeu com as expectativas'],,"[[0, 1]]","[[1, 2]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"O produto por mim adquirido superou as minhas expectativas em tamanho, funcionalidade, qualidade de imagem e sua atribuiçoes oferecidas. Excelente televisão.","['O', 'produto', 'por', 'mim', 'adquirido', 'superou', 'as', 'minhas', 'expectativas', 'em', 'tamanho', ',', 'funcionalidade', ',', 'qualidade', 'de', 'imagem', 'e', 'sua', 'atribuiçoes', 'oferecidas', '.', 'Excelente', 'televisão', '.']","['tamanho', 'funcionalidade', 'imagem', 'atribuiçoes oferecidas', 'televisão']","['superou as minhas expectativas', 'superou as minhas expectativas', 'superou as minhas expectativas', 'superou as minhas expectativas', 'excelente']",[],[],,"[[10, 11], [12, 13], [16, 17], [19, 21], [23, 24]]","[[5, 9], [5, 9], [5, 9], [5, 9], [22, 23]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O']"
"Equipamento excelente. Entrega antes do prazo. Super recomendo, tanto o equipamento como a empresa . Nota 1000","['Equipamento', 'excelente', '.', 'Entrega', 'antes', 'do', 'prazo', '.', 'Super', 'recomendo', ',', 'tanto', 'o', 'equipamento', 'como', 'a', 'empresa', '.', 'Nota', '1000']","['equipamento', 'entrega']","['excelente', 'antes do prazo']",['produto'],['super recomendo'],,"[[0, 1], [3, 4]]","[[1, 2], [4, 7]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ela é otima como smart, funciona bem os aplicativos, netflix e you tube nunca travam, só q o controle nao funciona direito ...","['Ela', 'é', 'otima', 'como', 'smart', ',', 'funciona', 'bem', 'os', 'aplicativos', ',', 'netflix', 'e', 'you', 'tube', 'nunca', 'travam', ',', 'só', 'q', 'o', 'controle', 'nao', 'funciona', 'direito', '...']","['smart', 'aplicativos', 'netflix', 'you tube', 'controle']","['otima', 'funciona bem ', 'nunca travam', 'nunca travam', 'nao funciona direito']",[],[],,"[[4, 5], [9, 10], [11, 12], [13, 15], [21, 22]]","[[2, 3], [6, 8], [15, 17], [15, 17], [22, 25]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"Bom produto, com bom custo/beneficio. Som deixa um pouco a desejar.","['Bom', 'produto', ',', 'com', 'bom', 'custo', '/', 'beneficio', '.', 'Som', 'deixa', 'um', 'pouco', 'a', 'desejar', '.']","['produto', 'custo/beneficio', 'som']","['bom', 'bom', 'deixa um pouco a desejar']",[],[],,"[[1, 2], [5, 8], [9, 10]]","[[0, 1], [4, 5], [10, 15]]","['O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
Atendeu muito bem minhas expectativas. Além de ser super moderna e muita fácil de útilizar,"['Atendeu', 'muito', 'bem', 'minhas', 'expectativas', '.', 'Além', 'de', 'ser', 'super', 'moderna', 'e', 'muita', 'fácil', 'de', 'útilizar']",[],[],"['produto', 'produto', 'usabilidade']","['atendeu muito bem minhas expectativas', 'super moderna', 'muita fácil de útilizar']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Bom produto. Porém, os aplicativos como a globo play devem ser baixados não vem na tv.","['Bom', 'produto', '.', 'Porém', ',', 'os', 'aplicativos', 'como', 'a', 'globo', 'play', 'devem', 'ser', 'baixados', 'não', 'vem', 'na', 'tv', '.']","['produto', 'aplicativos']","['bom', 'devem ser baixados']",[],[],,"[[1, 2], [6, 7]]","[[0, 1], [11, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Excelente produto. Estou satisfeita. Chegou antes do prazo previsto. Serviço excelente.,"['Excelente', 'produto', '.', 'Estou', 'satisfeita', '.', 'Chegou', 'antes', 'do', 'prazo', 'previsto', '.', 'Serviço', 'excelente', '.']","['produto', 'serviço']","['excelente', 'excelente']","['produto', 'entrega']","['estou satisfeita', 'chegou antes do prazo previsto']",,"[[1, 2], [12, 13]]","[[0, 1], [13, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
Produto muito bom. A qualidade do produto é muito boa e chegou antes do esperado. Estou muito satisfeito.,"['Produto', 'muito', 'bom', '.', 'A', 'qualidade', 'do', 'produto', 'é', 'muito', 'boa', 'e', 'chegou', 'antes', 'do', 'esperado', '.', 'Estou', 'muito', 'satisfeito', '.']","['produto', 'qualidade do produto']","['muito bom', 'muito boa']","['entrega', 'produto']","['chegou antes do esperado', 'estou muito satisfeito']",,"[[0, 1], [5, 8]]","[[1, 3], [9, 11]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
O produto é excelente e a entrga foi muito rápida cegou 20 dias antes do prazo estimado.,"['O', 'produto', 'é', 'excelente', 'e', 'a', 'entrga', 'foi', 'muito', 'rápida', 'cegou', '20', 'dias', 'antes', 'do', 'prazo', 'estimado', '.']","['produto', 'entrga']","['excelente', 'muito rápida']",[],[],,"[[1, 2], [6, 7]]","[[3, 4], [8, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tv linda, muito facil de usar. Entrega das Americanas foi rapida e eficiente. Recomendo!","['Tv', 'linda', ',', 'muito', 'facil', 'de', 'usar', '.', 'Entrega', 'das', 'Americanas', 'foi', 'rapida', 'e', 'eficiente', '.', 'Recomendo', '!']","['tv', 'entrega']","['linda', 'rapida e eficiente']","['usabilidade', 'produto']","['muito facil de usar', 'recomendo']",,"[[0, 1], [8, 9]]","[[1, 2], [12, 15]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Produto de ótima qualidade e funcionalidade. De fácil manuseio e configuração.,"['Produto', 'de', 'ótima', 'qualidade', 'e', 'funcionalidade', '.', 'De', 'fácil', 'manuseio', 'e', 'configuração', '.']","['produto', 'funcionalidade', 'manuseio', 'configuração']","['ótima qualidade', 'ótima', 'fácil', 'fácil']",[],[],,"[[0, 1], [5, 6], [9, 10], [11, 12]]","[[2, 4], [2, 3], [8, 9], [8, 9]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O']"
recomendo a todos q procuram um tv de ótima qualidade por um preço baixo,"['recomendo', 'a', 'todos', 'q', 'procuram', 'um', 'tv', 'de', 'ótima', 'qualidade', 'por', 'um', 'preço', 'baixo']","['tv', 'preço']","['ótima qualidade', 'baixo']",['produto'],['recomendo'],,"[[6, 7], [12, 13]]","[[8, 10], [13, 14]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
Já possuo uma e comprei outra para o quarto da minha filha,"['Já', 'possuo', 'uma', 'e', 'comprei', 'outra', 'para', 'o', 'quarto', 'da', 'minha', 'filha']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"muito boa tv imagem excelente,painel de controle conjugado, nao gostei muito, no mais tudo bom.","['muito', 'boa', 'tv', 'imagem', 'excelente', ',', 'painel', 'de', 'controle', 'conjugado', ',', 'nao', 'gostei', 'muito', ',', 'no', 'mais', 'tudo', 'bom', '.']","['tv', 'imagem', 'painel de controle']","['muito boa', 'excelente', 'nao gostei muito']",['produto'],['tudo bom'],,"[[2, 3], [3, 4], [6, 9]]","[[0, 2], [4, 5], [11, 14]]","['O', 'O', 'B-ASP', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Essa smart tv é muito boa... Atendeu perfeitamente nossa expectativa... Realmente um bela experiência de compra nas Americanas. Sou mais admirador ainda da Samsung.,"['Essa', 'smart', 'tv', 'é', 'muito', 'boa', '...', 'Atendeu', 'perfeitamente', 'nossa', 'expectativa', '...', 'Realmente', 'um', 'bela', 'experiência', 'de', 'compra', 'nas', 'Americanas', '.', 'Sou', 'mais', 'admirador', 'ainda', 'da', 'Samsung', '.']",['smart tv'],['muito boa'],['produto'],['atendeu perfeitamente nossa expectativa'],,"[[1, 3]]","[[4, 6]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Muito fácil de mexer, chegou com o tempo previsto, leve e linda!!!!","['Muito', 'fácil', 'de', 'mexer', ',', 'chegou', 'com', 'o', 'tempo', 'previsto', ',', 'leve', 'e', 'linda', '!', '!', '!', '!']",[],[],"['usabilidade', 'entrega', 'peso', 'design']","['muito fácil de mexer', 'chegou com o tempo previsto', 'leve', 'linda']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Chegou bem antes do prazo. A TV é ótima! Recomendo.,"['Chegou', 'bem', 'antes', 'do', 'prazo', '.', 'A', 'TV', 'é', 'ótima', '!', 'Recomendo', '.']",['tv'],['ótima'],"['entrega', 'produto']","['chegou bem antes do prazo', 'recomendo']",,"[[7, 8]]","[[9, 10]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"é um bom produto, smart funciona bem, somente o som não é dos melhores, mas num ambiente pequeno até que vai bem, mas custo benefício é um bom produto, recomendo","['é', 'um', 'bom', 'produto', ',', 'smart', 'funciona', 'bem', ',', 'somente', 'o', 'som', 'não', 'é', 'dos', 'melhores', ',', 'mas', 'num', 'ambiente', 'pequeno', 'até', 'que', 'vai', 'bem', ',', 'mas', 'custo', 'benefício', 'é', 'um', 'bom', 'produto', ',', 'recomendo']","['produto', 'smart', 'som', 'custo benefício']","['bom', 'funciona bem', 'não é dos melhores', 'bom produto']",['produto'],['recomendo'],,"[[3, 4], [5, 6], [11, 12], [27, 29]]","[[2, 3], [6, 8], [12, 16], [31, 33]]","['O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"TV de ótima imagem, o som que deixa um pouco a desejar. A entrega foi rápida e eficiente.","['TV', 'de', 'ótima', 'imagem', ',', 'o', 'som', 'que', 'deixa', 'um', 'pouco', 'a', 'desejar', '.', 'A', 'entrega', 'foi', 'rápida', 'e', 'eficiente', '.']","['imagem', 'som', 'entrega']","['ótima', 'deixa um pouco a desejar', 'rápida e eficiente']",[],[],,"[[3, 4], [6, 7], [15, 16]]","[[2, 3], [8, 13], [17, 20]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
o produto é bom só deixa a desejar o aúdio q é muito baixo.,"['o', 'produto', 'é', 'bom', 'só', 'deixa', 'a', 'desejar', 'o', 'aúdio', 'q', 'é', 'muito', 'baixo', '.']","['produto', 'aúdio']","['bom', 'muito baixo']",[],[],,"[[1, 2], [9, 10]]","[[3, 4], [12, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']"
"Produto muito bom, atendeu minhas expectativas. Aqui foi o lugar mais barato que encontrei. E a entrega foi bem antes do prazo previsto.","['Produto', 'muito', 'bom', ',', 'atendeu', 'minhas', 'expectativas', '.', 'Aqui', 'foi', 'o', 'lugar', 'mais', 'barato', 'que', 'encontrei', '.', 'E', 'a', 'entrega', 'foi', 'bem', 'antes', 'do', 'prazo', 'previsto', '.']","['produto', 'produto', 'entrega']","['muito bom', 'atendeu minhas expectativas', 'bem antes do prazo previsto']",[],[],,"[[0, 1], [0, 1], [19, 20]]","[[1, 3], [4, 7], [21, 26]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Chegou dentro do prazo, ótima televisão, só achei o áudio um pouco baixo, nada que a configuração não ajude,recomendo !","['Chegou', 'dentro', 'do', 'prazo', ',', 'ótima', 'televisão', ',', 'só', 'achei', 'o', 'áudio', 'um', 'pouco', 'baixo', ',', 'nada', 'que', 'a', 'configuração', 'não', 'ajude', ',', 'recomendo', '!']","['televisão', 'áudio']","['ótima', 'um pouco baixo']","['entrega, produto']","['chegou dentro do prazo', 'recomendo']",,"[[6, 7], [11, 12]]","[[5, 6], [12, 15]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"O Cabo de força achei frágil, não é explícito se possui conversor digital de sinal de TV, mas estou gostando.","['O', 'Cabo', 'de', 'força', 'achei', 'frágil', ',', 'não', 'é', 'explícito', 'se', 'possui', 'conversor', 'digital', 'de', 'sinal', 'de', 'TV', ',', 'mas', 'estou', 'gostando', '.']",['cabo de força'],['frágil'],['produto'],['estou gostando'],,"[[1, 4]]","[[5, 6]]","['O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto muito bom, excelente, superou minhas expectativas. Ótimo custo benefício!","['Produto', 'muito', 'bom', ',', 'excelente', ',', 'superou', 'minhas', 'expectativas', '.', 'Ótimo', 'custo', 'benefício', '!']","['produto', 'produto', 'produto', 'custo benefício']","['muito bom', 'excelente', 'superou minhas expectativas', 'ótimo']",[],[],,"[[0, 1], [0, 1], [0, 1], [11, 13]]","[[1, 3], [4, 5], [6, 9], [10, 11]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']"
"Começando pelo valor muito bom, a entrega nem se fala. A Americanas sempre surpreende na rapidez das entregas. Produto de ótima qualidade, embalado corretamente e atendeu as expectativas.","['Começando', 'pelo', 'valor', 'muito', 'bom', ',', 'a', 'entrega', 'nem', 'se', 'fala', '.', 'A', 'Americanas', 'sempre', 'surpreende', 'na', 'rapidez', 'das', 'entregas', '.', 'Produto', 'de', 'ótima', 'qualidade', ',', 'embalado', 'corretamente', 'e', 'atendeu', 'as', 'expectativas', '.']","['valor', 'entrega', 'produto', 'produto']","['muito bom', 'nem se fala', 'ótima qualidade', 'atendeu as expectativas']",[],[],,"[[2, 3], [7, 8], [21, 22], [21, 22]]","[[3, 5], [8, 11], [23, 25], [29, 32]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"gostei muito.. tv muito boa, entrega muito rapida como sempre;;;;;;","['gostei', 'muito', '..', 'tv', 'muito', 'boa', ',', 'entrega', 'muito', 'rapida', 'como', 'sempre', ';', ';', ';', ';', ';', ';']","['tv', 'entrega']","['muito boa', 'muito rapida']",['produto'],['gostei muito'],,"[[3, 4], [7, 8]]","[[4, 6], [8, 10]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Recomendo muito, demorou um pouco a chegar por causa da greve dos caminhoneiros porém o produto é muito top!","['Recomendo', 'muito', ',', 'demorou', 'um', 'pouco', 'a', 'chegar', 'por', 'causa', 'da', 'greve', 'dos', 'caminhoneiros', 'porém', 'o', 'produto', 'é', 'muito', 'top', '!']",['produto'],['muito top'],"['produto', 'entrega']","['recomendo muito', 'demorou um pouco a chegar']",,"[[16, 17]]","[[18, 20]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
Não consigo comunicação entre o YouTube da tv e do celular................................,"['Não', 'consigo', 'comunicação', 'entre', 'o', 'YouTube', 'da', 'tv', 'e', 'do', 'celular', '................................']",['comunicação'],['não consigo'],[],[],,"[[2, 3]]","[[0, 2]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Som muito ruim, e sem saída para áudio externo e fone de ouvido.","['Som', 'muito', 'ruim', ',', 'e', 'sem', 'saída', 'para', 'áudio', 'externo', 'e', 'fone', 'de', 'ouvido', '.']","['som', 'saída para áudio externo e fone de ouvido']","['muito ruim', 'sem']",[],[],,"[[0, 1], [6, 14]]","[[1, 3], [5, 6]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O']"
"Muito boa, só que dá umas travadas de vez em quando em alguns aplicativos","['Muito', 'boa', ',', 'só', 'que', 'dá', 'umas', 'travadas', 'de', 'vez', 'em', 'quando', 'em', 'alguns', 'aplicativos']",[],[],"['produto', 'desempenho']","['muito boa', 'dá umas travadas']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Comprei para presentear meu marido, e ficamos felizes, pois é um produto muito bom! E parabéns a Americanas pela rapidez e eficiência. Colocamos no quarto.","['Comprei', 'para', 'presentear', 'meu', 'marido', ',', 'e', 'ficamos', 'felizes', ',', 'pois', 'é', 'um', 'produto', 'muito', 'bom', '!', 'E', 'parabéns', 'a', 'Americanas', 'pela', 'rapidez', 'e', 'eficiência', '.', 'Colocamos', 'no', 'quarto', '.']",['produto'],['muito bom'],[],[],,"[[13, 14]]","[[14, 16]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Atendeu todas as minhas expectativas. Se a internet não estiver instável, tudo funciona perfeitamente.","['Atendeu', 'todas', 'as', 'minhas', 'expectativas', '.', 'Se', 'a', 'internet', 'não', 'estiver', 'instável', ',', 'tudo', 'funciona', 'perfeitamente', '.']",[],[],"['produto', 'produto']","['atendeu todas as minhas expectativas', 'tudo funciona perfeitamente']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Produto aparentemente bom vamos aguardar mais um pouco para dar opinião mais concreta.,"['Produto', 'aparentemente', 'bom', 'vamos', 'aguardar', 'mais', 'um', 'pouco', 'para', 'dar', 'opinião', 'mais', 'concreta', '.']",['produto'],['aparentemente bom'],[],[],,"[[0, 1]]","[[1, 3]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
