review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags,review_number,total_aspects,has_aspect,fold
Entrega rápida antes do prazo. Produto de ótima qualidade. Cumpre o que promete,"['Entrega', 'rápida', 'antes', 'do', 'prazo', '.', 'Produto', 'de', 'ótima', 'qualidade', '.', 'Cumpre', 'o', 'que', 'promete']","['entrega', 'produto']","['rápida antes do prazo', 'ótima qualidade']",['produto'],['cumpre o que promete'],,"[[0, 1], [6, 7]]","[[1, 5], [8, 10]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",465,2,1,5
Produto ótimo entrega rápida atendimento excelente parabéns Sou cliente antigo nunca tive um bônus,"['Produto', 'ótimo', 'entrega', 'rápida', 'atendimento', 'excelente', 'parabéns', 'Sou', 'cliente', 'antigo', 'nunca', 'tive', 'um', 'bônus']","['produto', 'entrega', 'atendimento']","['ótimo', 'rápida', 'excelente']",[],[],,"[[0, 1], [2, 3], [4, 5]]","[[1, 2], [3, 4], [5, 6]]","['B-ASP', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",780,3,1,5
"Um pouco trabalhoso para ajustar os controles vindos de fábrica, mas depois de ajustados imagem, som etc ficam muito bons.","['Um', 'pouco', 'trabalhoso', 'para', 'ajustar', 'os', 'controles', 'vindos', 'de', 'fábrica', ',', 'mas', 'depois', 'de', 'ajustados', 'imagem', ',', 'som', 'etc', 'ficam', 'muito', 'bons', '.']","['controles', 'imagem', 'som']","['pouco trabalhoso para ajustar', 'muito bons', 'muito bons']",[],[],,"[[6, 7], [15, 16], [17, 18]]","[[1, 5], [20, 22], [20, 22]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",61,3,1,5
"Só não gostei do som e da memória. Tem pouca potência e a memória é pouca, fica fechando as páginas por falta de memória.","['Só', 'não', 'gostei', 'do', 'som', 'e', 'da', 'memória', '.', 'Tem', 'pouca', 'potência', 'e', 'a', 'memória', 'é', 'pouca', ',', 'fica', 'fechando', 'as', 'páginas', 'por', 'falta', 'de', 'memória', '.']","['som', 'memória', 'potência', 'memória']","['não gostei', 'não gostei', 'pouca', 'pouca']",[],[],,"[[4, 5], [7, 8], [11, 12], [7, 8]]","[[1, 3], [1, 3], [10, 11], [10, 11]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",147,3,1,5
"otimo o produto, atende a todas as expectativas, a um preço acessivel","['otimo', 'o', 'produto', ',', 'atende', 'a', 'todas', 'as', 'expectativas', ',', 'a', 'um', 'preço', 'acessivel']","['produto', 'preço']","['otimo', 'acessivel']",['produto'],['atende a todas as expectativas'],,"[[2, 3], [12, 13]]","[[0, 1], [13, 14]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']",432,2,1,5
"Ótimo produto, com ótima imagem. O preço estava muito bom. E a entrega foi incrivelmente rápida.","['Ótimo', 'produto', ',', 'com', 'ótima', 'imagem', '.', 'O', 'preço', 'estava', 'muito', 'bom', '.', 'E', 'a', 'entrega', 'foi', 'incrivelmente', 'rápida', '.']","['produto', 'imagem', 'preço', 'entrega']","['ótimo', 'ótima', 'muito bom', 'incrivelmente rápida']",[],[],,"[[1, 2], [5, 6], [8, 9], [15, 16]]","[[0, 1], [4, 5], [10, 12], [17, 19]]","['O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",794,4,1,5
Chegou antes do previsto e a qualidade da tv e otima. Super recomendo.,"['Chegou', 'antes', 'do', 'previsto', 'e', 'a', 'qualidade', 'da', 'tv', 'e', 'otima', '.', 'Super', 'recomendo', '.']",['tv'],['otima'],"['entrega', 'produto']","['chegou antes do previsto', 'super recomendo']",,"[[8, 9]]","[[10, 11]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",233,1,1,5
"essa tv é muito boa, recomendo a compra, boa para o quarto, para sala ja é melhor uma maior","['essa', 'tv', 'é', 'muito', 'boa', ',', 'recomendo', 'a', 'compra', ',', 'boa', 'para', 'o', 'quarto', ',', 'para', 'sala', 'ja', 'é', 'melhor', 'uma', 'maior']",['tv'],['muito boa'],['produto'],['boa para o quarto'],,"[[1, 2]]","[[3, 5]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",812,1,1,5
Tenho vários equipamentos Samsung e aprecio muito a qualidade dos produtos da marca. Recomendo sem sombra de dúvida.,"['Tenho', 'vários', 'equipamentos', 'Samsung', 'e', 'aprecio', 'muito', 'a', 'qualidade', 'dos', 'produtos', 'da', 'marca', '.', 'Recomendo', 'sem', 'sombra', 'de', 'dúvida', '.']",['produtos'],['aprecio muito a qualidade'],['produto'],['recomendo'],,"[[10, 11]]","[[5, 9]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",205,1,1,5
indico a qualquer pessoa a adequiri este produto porque é de excelente qualidade,"['indico', 'a', 'qualquer', 'pessoa', 'a', 'adequiri', 'este', 'produto', 'porque', 'é', 'de', 'excelente', 'qualidade']","['produto', 'produto']","['indico', 'excelente qualidade']",[],[],,"[[7, 8], [7, 8]]","[[0, 1], [11, 13]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",807,1,1,5
"Smart TV linda, funciona muito bem, a entrega foi super rápida chegou bem antes do que foi proposto pela empresa.","['Smart', 'TV', 'linda', ',', 'funciona', 'muito', 'bem', ',', 'a', 'entrega', 'foi', 'super', 'rápida', 'chegou', 'bem', 'antes', 'do', 'que', 'foi', 'proposto', 'pela', 'empresa', '.']",['entrega'],['super rápida'],"['design', 'funcionamento']","['linda', 'funciona muito bem']",,"[[9, 10]]","[[11, 13]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",443,1,1,5
"Cumpre o que promete, boa qualidade de imagem e som, fácil de configurar, boa conectividade.","['Cumpre', 'o', 'que', 'promete', ',', 'boa', 'qualidade', 'de', 'imagem', 'e', 'som', ',', 'fácil', 'de', 'configurar', ',', 'boa', 'conectividade', '.']","['imagem', 'som']","['boa qualidade', 'boa qualidade']","['configuração', 'conexão']","['fácil de configurar', 'boa conectividade']",,"[[8, 9], [10, 11]]","[[5, 7], [5, 7]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",455,2,1,5
"Comprei uma TV dessas para minha mãe e ela tombou e quebrou com 1 mês de uso, os pés de apoio da TV são os piores que já vi a TV não ficam firmes, a Samsung fez uma tremenda besteira em colocar esses pés de apoio que não tem segurança alguma, se consultarem no OLX tem um monte delas vendendo com a tela trincada, pelo menos aqui no Rio de Janeiro!","['Comprei', 'uma', 'TV', 'd', 'essas', 'para', 'minha', 'mãe', 'e', 'ela', 'tombou', 'e', 'quebrou', 'com', '1', 'mês', 'de', 'uso', ',', 'os', 'pés', 'de', 'apoio', 'da', 'TV', 'são', 'os', 'piores', 'que', 'já', 'vi', 'a', 'TV', 'não', 'ficam', 'firmes', ',', 'a', 'Samsung', 'fez', 'uma', 'tremenda', 'besteira', 'em', 'colocar', 'esses', 'pés', 'de', 'apoio', 'que', 'não', 'tem', 'segurança', 'alguma', ',', 'se', 'consultarem', 'no', 'OLX', 'tem', 'um', 'monte', 'd', 'elas', 'vendendo', 'com', 'a', 'tela', 'trincada', ',', 'pelo', 'menos', 'aqui', 'no', 'Rio', 'de', 'Janeiro', '!']","['pés de apoio', 'pés de apoio']","['são os piores', 'não tem segurança alguma']",[],[],,"[[20, 23], [46, 49]]","[[25, 28], [50, 54]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1085,2,1,5
"A aparência e a imagem da TV são excelentes, porém o som do aparelho deixou muito a desejar.","['A', 'aparência', 'e', 'a', 'imagem', 'da', 'TV', 'são', 'excelentes', ',', 'porém', 'o', 'som', 'do', 'aparelho', 'deixou', 'muito', 'a', 'desejar', '.']","['aparência', 'imagem', 'som']","['excelentes', 'excelentes', 'deixou muito a desejar']",[],[],,"[[1, 2], [4, 5], [12, 13]]","[[8, 9], [8, 9], [15, 19]]","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",216,3,1,5
"A tv demora algumas vezes para entrar na netflix e/ou you tube. O menu para ativar soneca por exemplo não é muito pratico . Tem que ficar indo dentro de algumas tela de configurações. Ao aperta o controle de volume por exemplo, demora um pouco para aparecer . Resumindo é um pouco lenta. Porém pelo preço, imagem, e por ser smart tv ela compensou.","['A', 'tv', 'demora', 'algumas', 'vezes', 'para', 'entrar', 'na', 'netflix', 'e', '/', 'ou', 'you', 'tube', '.', 'O', 'menu', 'para', 'ativar', 'soneca', 'por', 'exemplo', 'não', 'é', 'muito', 'pratico', '.', 'Tem', 'que', 'ficar', 'indo', 'dentro', 'de', 'algumas', 'tela', 'de', 'configurações', '.', 'Ao', 'aperta', 'o', 'controle', 'de', 'volume', 'por', 'exemplo', ',', 'demora', 'um', 'pouco', 'para', 'aparecer', '.', 'Resumindo', 'é', 'um', 'pouco', 'lenta', '.', 'Porém', 'pelo', 'preço', ',', 'imagem', ',', 'e', 'por', 'ser', 'smart', 'tv', 'ela', 'compensou', '.']",['menu para ativar soneca'],['não é muito pratico'],"['processamento', 'desempenho', 'produto']","['demora algumas vezes para entrar na netflix e/ou you tube', 'um pouco lenta', 'compensou']",,"[[16, 20]]","[[22, 26]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1076,1,1,5
"Não tenho nada a reclamar, a TV Led 32 da Samsung está satisfazendo todas as minhas expectativas!","['Não', 'tenho', 'nada', 'a', 'reclamar', ',', 'a', 'TV', 'Led', '32', 'da', 'Samsung', 'está', 'satisfazendo', 'todas', 'as', 'minhas', 'expectativas', '!']",[],[],"['produto', 'produto']","['não tenho nada a reclamar', 'satisfazendo todas as minhas expectativas']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",823,0,0,5
"a entrega foi super rápido... muito antes do prazo, a TV é ótima!!","['a', 'entrega', 'foi', 'super', 'rápido', '...', 'muito', 'antes', 'do', 'prazo', ',', 'a', 'TV', 'é', 'ótima', '!', '!']","['entrega', 'tv']","['super rápido... muito antes do prazo', 'ótima']",[],[],,"[[1, 2], [12, 13]]","[[3, 10], [14, 15]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",5,2,1,5
gostei muito da entrega rápida o produto tbm é bom,"['gostei', 'muito', 'da', 'entrega', 'rápida', 'o', 'produto', 'tbm', 'é', 'bom']","['entrega rápida', 'produto']","['gostei muito', 'é bom']",[],[],,"[[3, 5], [6, 7]]","[[0, 2], [8, 10]]","['O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O']",770,2,1,5
"Um ótimo produto, ideal para ambientes médios sua função smart funciona perfeitamente porem NÃO tem o aplicativo SOTIFY. Mas recomendo, a entrega foi perfeita chegou antes do prazo informado.","['Um', 'ótimo', 'produto', ',', 'ideal', 'para', 'ambientes', 'médios', 'sua', 'função', 'smart', 'funciona', 'perfeitamente', 'porem', 'NÃO', 'tem', 'o', 'aplicativo', 'SOTIFY', '.', 'Mas', 'recomendo', ',', 'a', 'entrega', 'foi', 'perfeita', 'chegou', 'antes', 'do', 'prazo', 'informado', '.']","['produto', 'função smart', 'aplicativo sotify', 'entrega']","['ótimo', 'funciona perfeitamente', 'não tem', 'perfeita']",['produto'],['recomendo'],,"[[2, 3], [9, 11], [17, 19], [24, 25]]","[[1, 2], [11, 13], [14, 16], [26, 27]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",395,4,1,5
"COMPREI E NÃO MIM ARREPENDO A SMART SAMSUNG É UMA TV MUITO BOA BASTA UMA ANTENA SIMPLES E JA CONSEGUE ASSISTIR COM A IMAGEM PERFEITA, INTERNET SHOW É UMA MÁQUINA. EU INDICO A TODOS. E A SUBMARINO É PERFEITO CHEGA ANTES DO PRAZO E O ATENDIMENTO É 10.","['COMPREI', 'E', 'NÃO', 'MIM', 'ARREPENDO', 'A', 'SMART', 'SAMSUNG', 'É', 'UMA', 'TV', 'MUITO', 'BOA', 'BASTA', 'UMA', 'ANTENA', 'SIMPLES', 'E', 'JA', 'CONSEGUE', 'ASSISTIR', 'COM', 'A', 'IMAGEM', 'PERFEITA', ',', 'INTERNET', 'SHOW', 'É', 'UMA', 'MÁQUINA', '.', 'EU', 'INDICO', 'A', 'TODOS', '.', 'E', 'A', 'SUBMARINO', 'É', 'PERFEITO', 'CHEGA', 'ANTES', 'DO', 'PRAZO', 'E', 'O', 'ATENDIMENTO', 'É', '10', '.']","['tv', 'imagem', 'internet']","['muito boa', 'perfeita', 'show']","['produto', 'entrega']","['indico a todos', 'chega antes do prazo']",,"[[10, 11], [23, 24], [26, 27]]","[[11, 13], [24, 25], [27, 28]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",864,3,1,5
Sansung marca que confio e recomendo. Estou muito feliz com esta tv. Parabens americanas e a sansung também.,"['Sansung', 'marca', 'que', 'confio', 'e', 'recomendo', '.', 'Estou', 'muito', 'feliz', 'com', 'esta', 'tv', '.', 'Parabens', 'americanas', 'e', 'a', 'sansung', 'também', '.']","['marca', 'marca', 'tv']","['confio', 'recomendo', 'muito feliz']",[],[],,"[[1, 2], [1, 2], [12, 13]]","[[3, 4], [5, 6], [8, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",51,2,1,5
"Ótima qualidade, leve, fácil para mecher funciona muito bem a netflix, YouTube, acesso a Internet... ponto negativo as vezes desliga sozinha... Ou da umas travadinha","['Ótima', 'qualidade', ',', 'leve', ',', 'fácil', 'para', 'mecher', 'funciona', 'muito', 'bem', 'a', 'netflix', ',', 'YouTube', ',', 'acesso', 'a', 'Internet', '...', 'ponto', 'negativo', 'as', 'vezes', 'desliga', 'sozinha', '...', 'Ou', 'da', 'umas', 'travadinha']",['acesso a internet'],['funciona muito bem'],"['produto', 'peso', 'usabilidade', 'produto', 'desempenho']","['ótima qualidade', 'leve', 'fácil para mecher', 'desliga sozinha', 'travadinha']",,"[[16, 19]]","[[8, 11]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",71,1,1,5
"A Tv em si é boa, com imagem de qualidade, só o som é mais fraco e os pézinhos sendo laterais ficaram ruim num hack pequeno, se o pé fosse central seria melhor.","['A', 'Tv', 'em', 'si', 'é', 'boa', ',', 'com', 'imagem', 'de', 'qualidade', ',', 'só', 'o', 'som', 'é', 'mais', 'fraco', 'e', 'os', 'pézinhos', 'sendo', 'laterais', 'ficaram', 'ruim', 'num', 'hack', 'pequeno', ',', 'se', 'o', 'pé', 'fosse', 'central', 'seria', 'melhor', '.']","['tv', 'imagem', 'som', 'pézinhos']","['boa', 'qualidade', 'mais fraco', 'ficaram ruim']",[],[],,"[[1, 2], [8, 9], [14, 15], [20, 21]]","[[5, 6], [10, 11], [16, 18], [23, 25]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",853,4,1,5
O televisor demora para estar preparado para o uso de aplicativos e é bastante lento durante sua execução. Não recomendo.,"['O', 'televisor', 'demora', 'para', 'estar', 'preparado', 'para', 'o', 'uso', 'de', 'aplicativos', 'e', 'é', 'bastante', 'lento', 'durante', 'sua', 'execução', '.', 'Não', 'recomendo', '.']",['televisor'],['demora para estar preparado para o uso de aplicativos'],"['desempenho', 'produto']","['bastante lento', 'não recomendo']",,"[[1, 2]]","[[2, 11]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",198,1,1,5
"No geral vale muito a pena, porém veio com um dos pés da TV com folga, fazendo com que se soute ao levantá-la. Outro problema é que as estradas HDMI ficam na parte de trás da TV, e não na lateral (Isso atrapalha, pois se for fixar a TV na parede, adeus HDMI. Não sobra espaço para encaixe do fio).No mais, função futebol sensacional e entrega muito rápida.","['No', 'geral', 'vale', 'muito', 'a', 'pena', ',', 'porém', 'veio', 'com', 'um', 'dos', 'pés', 'da', 'TV', 'com', 'folga', ',', 'fazendo', 'com', 'que', 'se', 'soute', 'a', 'o', 'levantá-la', '.', 'Outro', 'problema', 'é', 'que', 'as', 'estradas', 'HDMI', 'ficam', 'na', 'parte', 'de', 'trás', 'da', 'TV', ',', 'e', 'não', 'na', 'lateral', '(', 'Isso', 'atrapalha', ',', 'pois', 'se', 'for', 'fixar', 'a', 'TV', 'na', 'parede', ',', 'adeus', 'HDMI', '.', 'Não', 'sobra', 'espaço', 'para', 'encaixe', 'do', 'fio).No', 'mais', ',', 'função', 'futebol', 'sensacional', 'e', 'entrega', 'muito', 'rápida', '.']","['estradas hdmi', 'função futebol', 'entrega']","['ficam na parte de trás da tv', 'sensacional', 'muito rápida']",['produto'],['vale muito a pena'],,"[[32, 34], [71, 73], [75, 76]]","[[34, 41], [73, 74], [76, 78]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",1066,3,1,5
Produto bom! Imagem boa. Único defeito é a demora para iniciar a opção smart...,"['Produto', 'bom', '!', 'Imagem', 'boa', '.', 'Único', 'defeito', 'é', 'a', 'demora', 'para', 'iniciar', 'a', 'opção', 'smart', '...']","['produto', 'imagem', 'opção smart']","['bom', 'boa', 'demora para iniciar']",[],[],,"[[0, 1], [3, 4], [14, 16]]","[[1, 2], [4, 5], [10, 13]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O']",843,3,1,5
"Gostei muito do produto e chegou mais rápido do que esperava. Não tenho o que reclamar , recomendaria smart TV Samsung e as lojas americanas. Glória Ramade","['Gostei', 'muito', 'do', 'produto', 'e', 'chegou', 'mais', 'rápido', 'do', 'que', 'esperava', '.', 'Não', 'tenho', 'o', 'que', 'reclamar', ',', 'recomendaria', 'smart', 'TV', 'Samsung', 'e', 'as', 'lojas', 'americanas', '.', 'Glória', 'Ramade']","['produto', 'smart tv samsung']","['gostei muito', 'recomendaria']",['entrega'],['chegou mais rápido do que esperava'],,"[[3, 4], [19, 22]]","[[0, 2], [18, 19]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",833,2,1,5
"Imagem muito boa, som razoável, e entrada dos cabos dificultam a instalação em painel ou parede, entradas deveriam ficar pela lateral como em outros tamanhos!","['Imagem', 'muito', 'boa', ',', 'som', 'razoável', ',', 'e', 'entrada', 'dos', 'cabos', 'dificultam', 'a', 'instalação', 'em', 'painel', 'ou', 'parede', ',', 'entradas', 'deveriam', 'ficar', 'pela', 'lateral', 'como', 'em', 'outros', 'tamanhos', '!']","['imagem', 'som', 'instalação', 'entradas']","['muito boa', 'razoável', 'entrada dos cabos dificultam', 'deveriam ficar pela lateral']",[],[],,"[[0, 1], [4, 5], [13, 14], [19, 20]]","[[1, 3], [5, 6], [8, 12], [20, 24]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",417,4,1,5
muito satisfeito atendeu minhas necessidades e da família em geral muito obrigado,"['muito', 'satisfeito', 'atendeu', 'minhas', 'necessidades', 'e', 'da', 'família', 'em', 'geral', 'muito', 'obrigado']",[],[],['produto'],['atendeu minhas necessidades'],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",225,0,0,5
"Estou muito satisfeito com a TV! Fiquei impressionado ao assistir vídeos do Youtube que rodaram sem travar, ótima imagem e som. Excelente relação custo/benefício.","['Estou', 'muito', 'satisfeito', 'com', 'a', 'TV', '!', 'Fiquei', 'impressionado', 'a', 'o', 'assistir', 'vídeos', 'do', 'Youtube', 'que', 'rodaram', 'sem', 'travar', ',', 'ótima', 'imagem', 'e', 'som', '.', 'Excelente', 'relação', 'custo', '/', 'benefício', '.']","['tv', 'imagem', 'som', 'custo/benefício']","['muito satisfeito', 'ótima', 'ótima', 'excelente']",['desempenho'],['rodaram sem travar'],,"[[5, 6], [21, 22], [23, 24], [27, 30]]","[[1, 3], [20, 21], [20, 21], [25, 26]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O']",407,4,1,5
Então o problema é nas mensagem que não conseguimos ler,"['Então', 'o', 'problema', 'é', 'nas', 'mensagem', 'que', 'não', 'conseguimos', 'ler']",['mensagem'],['não conseguimos ler'],[],[],,"[[5, 6]]","[[7, 10]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",790,1,1,5
Excelente qualidade. Até o momento não tenho o que reclamar. Gostei tanto que pretendo comprar outra. Um pouco maior. Más se possível da mesma marca. Fiquei muito satisfeito. Parabéns pelo fabricante. Muito bom mesmo. Obrigado.MARCELO,"['Excelente', 'qualidade', '.', 'Até', 'o', 'momento', 'não', 'tenho', 'o', 'que', 'reclamar', '.', 'Gostei', 'tanto', 'que', 'pretendo', 'comprar', 'outra', '.', 'Um', 'pouco', 'maior', '.', 'Más', 'se', 'possível', 'da', 'mesma', 'marca', '.', 'Fiquei', 'muito', 'satisfeito', '.', 'Parabéns', 'pelo', 'fabricante', '.', 'Muito', 'bom', 'mesmo', '.', 'Obrigado', '.', 'MARCELO']",[],[],"['produto', 'produto', 'produto']","['excelente qualidade', 'fiquei muito satisfeito', 'muito bom mesmo']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",995,0,0,6
